OperationId,Person,RegAddrKoatuu,OperationCode,OperationName,DateReg,DepCode,DepartmentName,Brand,Model,Vin,MakeYear,Color,Kind,Body,Purpose,Fuel,Capacity,OwnWeight,TotalWeight,NumberRegNew
60,P,4611800000,250,"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ",12/08/2022 00:00:00,12312,ТСЦ 4646,VOLKSWAGEN,LT 55,WV2ZZZ21ZNH009273,01/01/1992 00:00:00,ЗЕЛЕНИЙ,АВТОБУС,АВТОБУС,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2383,3560,5650,ВС6418ЕМ
61,P,7124988701,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/28/2022 00:00:00,12298,ТСЦ 3541,MERCEDES-BENZ,VITO 110 D,VSA63809413262824,01/01/2000 00:00:00,СІРИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2148,1740,2700,ВА1593ЕТ
62,J,8039100000,319,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРИЙОМУ-ПЕРЕДАЧІ,01/06/2022 00:00:00,12371,ТСЦ 6841,SKODA,OCTAVIA,TMBDE01U74B012452,01/01/2004 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1984,1200,1820,ВХ4667НЕ
63,P,1811000000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/18/2022 00:00:00,12257,ТСЦ 1844,CITROEN,JUMPY,VF7BYRHXB86097498,01/01/2004 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1997,1401,2330,АМ2695НІ
64,P,3210500000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/26/2022 00:00:00,12295,ТСЦ 8046,VOLKSWAGEN,TIGUAN,WVGZZZ5NZCW571720,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1984,1563,2260,КА0792НІ
65,P,4610100000,340,ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ),11/30/2022 00:00:00,14147,ТСЦ 4649,SEAT,LEON,VSSZZZ1PZBR076932,01/01/2011 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1390,1302,1819,ВС8631ЕІ
66,P,3220489501,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/11/2022 00:00:00,12281,ТСЦ 3242,VOLKSWAGEN,TRANSPORTER,WV1ZZZ7HZ7H072958,01/01/2007 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1896,1890,2800,АІ7077СМ
67,P,7110100000,322,ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ ЧИ ЗНЯТТЯМ З ОБЛІКУ В ОРГАНАХ СОЦЗАХИСТУ,10/14/2022 00:00:00,12377,ТСЦ 7141,SKODA,SUPERB,TMBAL63U189008547,01/01/2007 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1781,1567,2069,СА3222ВН
68,P,5623410100,401,ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛ.І ІЗ ЗАМ.КУЗОВА(ШАСІ) ЗА ПОГОДЖЕННЯМ,10/18/2022 00:00:00,12235,ТСЦ 0741,MERCEDES-BENZ,SPRINTER 616 CDI,WDB6114681P267967,01/01/2005 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,ФУРГОН (З ГІДРОБОРТОМ),СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2900,3200,5990,АВ0664КА
69,P,1825285801,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/24/2022 00:00:00,12254,ТСЦ 1841,TOYOTA,HIGHLANDER,JTEES42A902203269,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,3456,2062,2720,КІ0700ВІ
70,P,1413270600,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/19/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,CHEVROLET,LACETTI,KL1NF486E7K627086,01/01/2007 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1598,1378,1650,АН6204КР
71,P,8036600000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/20/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,CITROEN,C4,VF7NC9HR8CY579476,01/01/2012 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1560,1205,1825,АА5462РВ
72,P,2110100000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/03/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,YAMAHA,DRAG STAR,4TR105742,01/01/1998 00:00:00,ЧЕРВОНИЙ,МОТОЦИКЛ,МОТОЦИКЛ,ЗАГАЛЬНИЙ,БЕНЗИН,398,235,350,АО0026АВ
73,P,7310100000,320,ПЕРЕРЕЄСТРАЦIЯ НА НОВ. ВЛАС. ЗА ДОГ. ДАРУВАННЯ (ОФОРМЛЕНО НОТАРІАЛЬНО),07/20/2022 00:00:00,12388,ТСЦ 7341,HYUNDAI,I30,TMADB81DACJ094626,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1591,1361,1820,СЕ1528ВО
74,P,7310100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,04/30/2022 00:00:00,12371,ТСЦ 6841,PEUGEOT,107,VF3PNCFB0CR004444,01/01/2012 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,998,840,1190,ВХ7380НН
75,P,6822487101,402,"ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛI.(ЗАМІНА ТИПУ, ПОТУЖ. ДВИГ.)ЗА ПОГОДЖЕННЯМ",11/17/2022 00:00:00,12373,ТСЦ 6843,БАЗ,А079.23,Y7FA0792360002547,01/01/2006 00:00:00,БІЛИЙ,АВТОБУС,АВТОБУС,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,4580,5580,7730,ВХ8770ВН
76,P,3221485803,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/26/2022 00:00:00,12380,ТСЦ 7144,GEELY,MAPLE,LJU8844S8CS019434,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1792,1240,1610,СА6228ІР
77,P,6822487101,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,04/05/2022 00:00:00,12373,ТСЦ 6843,OPEL,COMBO,W0L0XCF2543032666,01/01/2004 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1700,1380,1965,ВХ1730НЕ
78,P,6510700000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/20/2022 00:00:00,12369,ТСЦ 6545,NETAM,NEFO-1155,XMH0NCR00SNF42763,01/01/1995 00:00:00,СІРИЙ,НАПІВПРИЧІП,Н/ПР-БОРТОВИЙ-ТЕНТОВАНИЙ,ЗАГАЛЬНИЙ,,0,9050,39000,ВТ3919ХО
79,P,5123755800,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/19/2022 00:00:00,13362,ТСЦ 5150,BMW,X5,WBAFB51030LU56246,01/01/2005 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,4398,1631,2700,ВН0204РР
80,P,3210700000,329,ПЕРЕРЕЄСТРАЦІЯ ТЗ ЗА ДОГОВОРОМ ФІНАНСОВОГО ЛІЗИНГУ ТА ДКП ПРЕДМЕТА ЛІЗИНГУ,08/09/2022 00:00:00,12296,ТСЦ 8047,TOYOTA,SEQUOIA,5TDBY67A48S012762,01/01/2008 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,5663,2595,3300,КА9286ІЕ
81,P,8038500000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,10/16/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,CITROEN,C4,VF7NC9HJCCY577576,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1560,1248,1712,КА3997ВО
82,P,8038500000,284,НАЛЕЖНИЙ КОРИСТУВАЧ. ВИКЛЮЧЕННЯ ВІДОМОСТЕЙ,12/30/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,CITROEN,C4,VF7NC9HJCCY577576,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1560,1248,1712,КА3997ВО
83,P,1410100000,410,ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ,05/31/2022 00:00:00,12321,ТСЦ 5141,FORD,FIESTA,WF0JXXGAJJCD32353,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1399,1241,1540,ВН9403РЕ
84,P,2312500000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/05/2022 00:00:00,12272,ТСЦ 2346,AUDI,Q5,WAUZZZ8RXBA108012,01/01/2011 00:00:00,КОРИЧНЕВИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1984,1830,2365,АР1202ІТ
85,P,510900000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/08/2022 00:00:00,12233,ТСЦ 0545,CITROEN,JUMPY,VF7ZARMFA17166964,01/01/2003 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ВАНТАЖОПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2197,1630,2900,АВ2355КА
86,P,8039100000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,11/18/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,NISSAN,X-TRAIL,JN1TBNT31U0015500,01/01/2008 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2184,1530,2000,АА6164МЕ
87,P,2624884401,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/09/2022 00:00:00,12276,ТСЦ 2641,TOYOTA,CAMRY,JTNBE40K303178787,01/01/2008 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2362,1590,1985,АТ1282НР
88,P,4610100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/17/2022 00:00:00,12371,ТСЦ 6841,RENAULT,KANGOO,VF1FW0BC541420258,01/01/2009 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1461,1330,2077,ВХ9770НН
89,P,4625587202,340,ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ),11/04/2022 00:00:00,12307,ТСЦ  4641,AUDI,Q5,WAUZZZ8R0CA117402,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1968,1873,2430,ВС6530НС
90,P,8036100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/09/2022 00:00:00,12383,ТСЦ 7441,DAF,CF 65.250,XLRAE65CC0E603431,01/01/2003 00:00:00,ЧЕРВОНИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,6240,7500,19000,СВ5447ЕІ
91,P,8036400000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/09/2022 00:00:00,13960,ТСЦ 8048,MERCEDES-BENZ,S 500,WDD2211941A477516,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,4663,2165,2700,КА1075ІС
92,P,6825583203,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/14/2022 00:00:00,12375,ТСЦ 6845,ЗАЗ,VIDA,Y6DSF69Y0C0000483,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1498,1157,1450,ВХ6454НІ
93,P,6810100000,340,ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ),11/12/2022 00:00:00,12371,ТСЦ 6841,HYUNDAI,ELANTRA,KMHDH41CBCU536456,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1591,1305,1800,ВХ6504ЕМ
94,P,7410100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/21/2022 00:00:00,12383,ТСЦ 7441,AUDI,A6,WAUZZZ4AZTN087018,01/01/1996 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2598,1685,2140,СВ2987ЕЕ
95,P,7121810100,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/28/2022 00:00:00,12377,ТСЦ 7141,SKODA,OCTAVIA A5,TMBCA41Z9CB158912,01/01/2012 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1595,1279,1880,СА6559ІК
96,J,8039100000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/05/2022 00:00:00,12371,ТСЦ 6841,MAZDA,E 2200,JMZSR8L3200805736,01/01/1998 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ВАНТАЖОПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2200,1400,2000,ВХ5124ЕР
97,J,6825087201,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),07/13/2022 00:00:00,12371,ТСЦ 6841,ЗАЗ,SENS,Y6DTF698KC0298979,01/01/2011 00:00:00,ЗЕЛЕНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1299,1070,1400,ВХ4147НІ
98,P,8036400000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/29/2022 00:00:00,12294,ТСЦ 8045,VOLVO,C30,YV1MK434BC2284846,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1999,1390,1770,КА8801КЕ
99,P,7110136400,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/08/2022 00:00:00,12377,ТСЦ 7141,TOYOTA,RAV4,JTMBE31V20D090931,01/01/2012 00:00:00,КОРИЧНЕВИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1987,1605,2110,СА5847ІР
100,P,1210100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),07/08/2022 00:00:00,12241,ТСЦ 1242,PORSCHE,BOXSTER,WP0ZZZ98ZDS100189,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,КУПЕ,ЗАГАЛЬНИЙ,БЕНЗИН,2706,1425,1625,АЕ2599ТК
